"Malli";"Numero";"Kohteen osoite";"Postinumero";"Postitoimipaikka";"Sijaintipaikan tyyppi";"Sijaintipaikka";"Aukioloaika";"Aukioloaika (lisätiedot)";"Koordinaatti LAT";"Koordinaatti LON"
"O";="04283";"KINNULANTIE 3";="82300";"RÄÄKKYLÄ";"PANKIN KONTTORI";"OP RÄÄKKYLÄ";="24 H AUKIOLO";="";"62.313453";"29.625201"
"O";="04690";"KITEENTIE 13";="82500";"KITEE";"PANKIN KONTTORI";"NORDEA KITEE";="24 H AUKIOLO";="";"62.097770";"30.140450"
"O";="03739";"KITEENTIE 3";="82500";"KITEE";"PANKIN KONTTORI";"OP KITEE";="24 H AUKIOLO";="";"62.096780";"30.144580"
"T";="40084";"KITEENTIE 6";="82500";"KITEE";"KAUPPAKESKUS";"KUPIAINEN";="LIIKETILAN AUKIOLO";="";"62.097040";"30.142860"
"O";="04332";"KAUPPAKATU 4";="82600";"TOHMAJÄRVI";"PANKIN KONTTORI";"OP TOHMAJÄRVI";="24 H AUKIOLO";="";"62.224580";"30.330250"
"O";="04160";"REKIJOENTIE 3";="82730";"TUUPOVAARA";"PANKIN KONTTORI";"OP TUUPOVAARA";="24 H AUKIOLO";="";"62.485237";"30.618220"
"O";="05066";"MANTSINTIE 5";="82900";"ILOMANTSI";"PANKIN KONTTORI";"OP ILOMANTSI";="24 H AUKIOLO";="";"62.671570";"30.931930"
"O";="04072";"KESKUSTIE 3";="83100";"LIPERI";"PANKIN KONTTORI";"OP LIPERI";="24 H AUKIOLO";="";"62.530850";"29.385680"
"O";="04038";"JOENSUUNTIE";="83400";"VIINIJÄRVI";"PANKIN KONTTORI";"OP VIINIJÄRVI";="24 H AUKIOLO";="";"62.641700";"29.226653"
"T";="40121";"KIISUKATU 17";="83500";"OUTOKUMPU";"KAUPPA";"VALINTATALO OUTOKUMPU";="LIIKETILAN AUKIOLO";="";"62.728300";"29.013950"
"O";="04331";"KUMMUNKATU 5";="83500";"OUTOKUMPU";"PANKIN KONTTORI";"OP OUTOKUMPU";="24 H AUKIOLO";="";"62.726010";"29.015911"
"O";="04365";"POLVIJÄRVENTIE 9";="83700";"POLVIJÄRVI";"PANKIN KONTTORI";"OP POLVIJÄRVI";="24 H AUKIOLO";="";"62.855520";"29.371110"
"O";="04424";"POIKOLANTIE 2 A";="83900";"JUUKA";"PANKIN KONTTORI";"OP JUUKA";="24 H AUKIOLO";="";"63.240260";"29.252381"
"O";="04425";"KOLINTIE 10";="83950";"AHMOVAARA";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"63.095120";"29.611530"
"O";="03975";"KAUPPAKATU 11";="84100";"YLIVIESKA";"PANKIN KONTTORI";"OP YLIVIESKA";="24 H AUKIOLO";="";"64.074221";"24.537002"
"O";="04278";"KAUPPAKATU 9";="84100";"YLIVIESKA";"PANKIN KONTTORI";"NORDEA YLIVIESKA";="24 H AUKIOLO";="";"64.074196";"24.535915"
"T";="40104";"OLLILANOJANKATU 2";="84100";"YLIVIESKA";"TAVARATALO";"KÄRKKÄINEN";="LIIKETILAN AUKIOLO";="";"64.063010";"24.559970"
"O";="04754";"RAUTATIEKATU 3";="84100";"YLIVIESKA";"PANKIN KONTTORI";"DANSKE YLIVIESKA";="24 H AUKIOLO";="";"64.073478";"24.538276"
"O";="04857";"SAVARINKATU 2";="84100";"YLIVIESKA";"KAUPPA";"K-CITYMARKET YLIVIESKA";="24 H AUKIOLO";="";"64.063584";"24.551532"
"O";="04300";"SAVARINKATU 9";="84100";"YLIVIESKA";"TAVARATALO";"PRISMA YLIVIESKA";="24 H AUKIOLO";="";"64.062951";"24.553176"
"O";="04781";"KALAJOENTIE 36";="85100";"KALAJOKI";"PANKIN KONTTORI";"OP KALAJOKI";="24 H AUKIOLO";="";"64.252323";"23.954857"
"O";="05018";"KALAJOENTIE 6";="85100";"KALAJOKI";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"64.258140";"23.947900"
"T";="40113";"MERENOJANTIE 2";="85100";"KALAJOKI";"KAUPPA";"K-SUPERMARKET KALAJOKI";="LIIKETILAN AUKIOLO";="";"64.260590";"23.950200"
"O";="03977";"KESKUSTIE 7";="85200";"ALAVIESKA";"PANKIN KONTTORI";"OP ALAVIESKA";="24 H AUKIOLO";="";"64.167096";"24.303936"
"O";="05307";"HAIKOLANTIE 20";="85410";"SIEVI";"PANKIN KONTTORI";"POP SIEVI";="24 H AUKIOLO";="";"63.907021";"24.519670"
"T";="40139";"KALLIONTIE 20";="85500";"NIVALA";"PANKIN KONTTORI";"OP NIVALA";="ITSEPALVELUALUEEN AUKIOLO";="klo 5-24";"63.929610";"24.960700"
"P";="05725";"KALLIONTIE 26";="85500";"NIVALA";"PANKIN KONTTORI";"NORDEA NIVALA";="24 H AUKIOLO";="";"63.928760";"24.963870"
"O";="04418";"KIRKKOKATU 8";="85800";"HAAPAJÄRVI";"PANKIN KONTTORI";"NORDEA HAAPAJÄRVI";="24 H AUKIOLO";="";"63.750035";"25.320257"
"O";="04522";"PUISTOKATU 35";="85800";"HAAPAJÄRVI";"PANKIN KONTTORI";"OP HAAPAJÄRVI";="24 H AUKIOLO";="";"63.750409";"25.319829"
"O";="05280";"KIRKKOTIE 8 A";="85900";"REISJÄRVI";"PANKIN KONTTORI";"POP REISJÄRVI";="24 H AUKIOLO";="";"63.604650";"24.937960"
"O";="04156";"VANHATIE 48";="86100";"PYHÄJOKI";"PANKIN KONTTORI";"OP PYHÄJOKI";="24 H AUKIOLO";="";"64.464780";"24.259470"
"O";="04075";"KESKUSKATU 7";="86300";"OULAINEN";"PANKIN KONTTORI";"OP OULAINEN";="24 H AUKIOLO";="";"64.268059";"24.816003"
"O";="04074";"OULAISTENKATU 15";="86300";"OULAINEN";"KAUPPA";"K-SUPERMARKET OULAINEN";="24 H AUKIOLO";="";"64.268585";"24.827858"
"O";="04100";"ASEMATIE 9";="86400";"VIHANTI";"PANKIN KONTTORI";"OP VIHANTI";="24 H AUKIOLO";="";"64.486530";"24.991330"
"P";="05705";"VANHATIE 48";="86600";"HAAPAVESI";"KAUPPA";"S-MARKET HAAPAVESI";="24 H AUKIOLO";="";"64.137811";"25.363496"
"O";="04398";"VANHATIE 49";="86600";"HAAPAVESI";"PANKIN KONTTORI";"OP HAAPAVESI";="24 H AUKIOLO";="";"64.137184";"25.364179"
"P";="05877";"FROSTERUKSENKATU 4";="86710";"KÄRSÄMÄKI";"PANKIN KONTTORI";"OP KÄRSÄMÄKI";="24 H AUKIOLO";="";"63.978770";"25.760080"
"P";="05864";"OLLINTIE 14";="86800";"PYHÄSALMI";"PANKIN KONTTORI";"OP PYHÄJÄRVI";="24 H AUKIOLO";="";"63.681990";"25.977980"
"O";="04246";"KASARMINKATU 18";="87100";"KAJAANI";"KAUPPA";"MAXI MAKASIINI KAJAANI";="24 H AUKIOLO";="";"64.217924";"27.742966"
"O";="04797";"KAUPPAKATU 16";="87100";"KAJAANI";"PANKIN KONTTORI";"DANSKE KAJAANI";="24 H AUKIOLO";="";"64.224740";"27.733570"
"O";="04255";"KAUPPAKATU 18";="87100";"KAJAANI";"PANKIN KONTTORI";"NORDEA KAJAANI";="24 H AUKIOLO";="";"64.225090";"27.732880"
"O";="04250";"KAUPPAKATU 30";="87100";"KAJAANI";"KAUPPA";"S-MARKET KAJAANI";="24 H AUKIOLO";="";"64.226719";"27.729326"
"O";="04384";"POHJOLANKATU 18";="87100";"KAJAANI";"PANKIN KONTTORI";"OP KAJAANI";="24 H AUKIOLO";="";"64.223742";"27.732587"
"O";="04942";"POHJOLANKATU 9";="87100";"KAJAANI";"TAVARATALO";"K-CITYMARKET KAJAANI";="24 H AUKIOLO";="";"64.222800";"27.735190"
"T";="40101";"POHJOLANKATU 9";="87100";"KAJAANI";"TAVARATALO";"K-CITYMARKET KAJAANI";="LIIKETILAN AUKIOLO";="";"64.222890";"27.735350"
"O";="04140";"VETURITIE 1";="87100";"KAJAANI";"TAVARATALO";"PRISMA KAJAANI";="LIIKETILAN AUKIOLO";="";"64.221317";"27.746406"
"O";="05231";"KISATIE 30";="87250";"KAJAANI";"LIIKEKIINTEISTÖ";"K-MARKET KOMIAHO";="24 H AUKIOLO";="";"64.237265";"27.751370"
"O";="04097";"SOIDINKATU 1";="87500";"KAJAANI";"KAUPPA";"S-MARKET LEHTIKANGAS";="24 H AUKIOLO";="";"64.209348";"27.752775"
"P";="05697";"TAIKATIE 4";="87700";"KAJAANI";"LIIKENNEPAIKKA";"ABC KAJAANI";="24 H AUKIOLO";="";"64.218500";"27.678485"
"O";="04137";"VUORIMIEHENTIE 2";="88200";"OTANMÄKI";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"64.113280";"27.104080"
"O";="05089";"LEPIKONTIE 19";="88300";"PALTAMO";"PANKIN KONTTORI";"OP PALTAMO";="24 H AUKIOLO";="";"64.407660";"27.834380"
"O";="05281";"AHOLANTIE 17";="88400";"RISTIJÄRVI";"PANKIN KONTTORI";"OP RISTIJÄRVI";="24 H AUKIOLO";="";"64.505374";"28.214425"
"O";="05090";"KAINUUNTIE 16";="88600";"SOTKAMO";"PANKIN KONTTORI";"NORDEA SOTKAMO";="24 H AUKIOLO";="";"64.130494";"28.381975"
"T";="40112";"KAINUUNTIE 22";="88600";"SOTKAMO";"PANKIN KONTTORI";"OP SOTKAMO";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 6-23";"64.130680";"28.385350"
"P";="05665";"HEIKINTIE 1";="88610";"VUOKATTI";"KAUPPAKESKUS";"VUOKATIN LIIKEKESKUS";="24 H AUKIOLO";="";"64.145777";"28.268999"
"O";="04133";"KOULUKATU 10";="88900";"KUHMO";"PANKIN KONTTORI";"OP KUHMO";="24 H AUKIOLO";="";"64.127280";"29.523680"
"O";="04404";"MAAHERRANKATU 12";="89200";"PUOLANKA";"PANKIN KONTTORI";"OP PUOLANKA";="24 H AUKIOLO";="";"64.867720";"27.675640"
"O";="04166";"VIRTATIE 3";="89400";"HYRYNSALMI";"HUOLTOASEMA";"TEBOIL HYRYNSALMI";="24 H AUKIOLO";="";"64.676161";"28.491076"
"P";="05749";"KESKUSKATU 16";="89600";"SUOMUSSALMI";"PANKIN KONTTORI";"NORDEA SUOMUSSALMI";="24 H AUKIOLO";="";"64.883614";"28.912984"
"O";="04270";"KESKUSKATU 3";="89600";"SUOMUSSALMI";"PANKIN KONTTORI";"OP SUOMUSSALMI";="24 H AUKIOLO";="";"64.884326";"28.910029"
"P";="05583";"HALLITUSKATU 36";="90100";"OULU";"POSTI";"POSTI OULU-10";="24 H AUKIOLO";="";"65.010710";"25.481650"
"O";="04396";"ISOKATU 14";="90100";"OULU";"PANKIN KONTTORI";"OP OULU ISOKATU";="24 H AUKIOLO";="";"65.012629";"25.473873"
"T";="40039";"ISOKATU 14";="90100";"OULU";"PANKIN KONTTORI";"OP OULU ISOKATU";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 5-23";"65.012580";"25.473820"
"EP";="05646";"ISOKATU 33";="90100";"OULU";"TAVARATALO";"K-SUPERMARKET RUOKAHOVI ANTTILA";="LIIKETILAN AUKIOLO";="";"65.010633";"25.471415"
"O";="03754";"ISOKATU 51";="90100";"OULU";"PANKIN KONTTORI";"POP OULU";="24 H AUKIOLO";="";"65.007835";"25.467694"
"EP";="05610";"KIRKKOKATU 14";="90100";"OULU";"TAVARATALO";"STOCKMANN OULU";="LIIKETILAN AUKIOLO";="";"65.011484";"25.469497"
"O";="04089";"KIRKKOKATU 18";="90100";"OULU";"LIIKEKIINTEISTÖ";"ROTUAARI";="24 H AUKIOLO";="";"65.010926";"25.468667"
"O";="04739";"KIRKKOKATU 21";="90100";"OULU";"KAUPPA";"PUKUMIES";="24 H AUKIOLO";="";"65.011663";"25.470247"
"T";="40031";"KIRKKOKATU 6";="90100";"OULU";"PANKIN KONTTORI";"NORDEA OULU KIRKKOKATU";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 6-24";"65.013030";"25.471750"
"O";="04640";"PAKKAHUONEENKATU 13";="90100";"OULU";"PANKIN KONTTORI";"DANSKE OULU KIRKKOKATU";="24 H AUKIOLO";="";"65.012673";"25.471795"
"O";="05233";"PUISTOKATU 34";="90120";"OULU";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"65.004040";"25.462580"
"EP";="05641";"TEHTAANKATU 1";="90130";"OULU";"KAUPPA";"SALE RAKSILA";="LIIKETILAN AUKIOLO";="";"65.010250";"25.492360"
"EP";="05554";"TEHTAANKATU 3";="90130";"OULU";"KAUPPA";"PRISMA OULU RAKSILA";="LIIKETILAN AUKIOLO";="";"65.009937";"25.489881"
"O";="04869";"TEHTAANKATU 5";="90130";"OULU";"TAVARATALO";"K-CITYMARKET OULU RAKSILA";="24 H AUKIOLO";="";"65.009550";"25.491362"
"O";="04870";"TEHTAANKATU 5";="90130";"OULU";"TAVARATALO";"K-CITYMARKET OULU RAKSILA";="24 H AUKIOLO";="";"65.009550";"25.491362"
"P";="05758";"PALJETIE 4";="90140";"OULU";"KAUPPA";"K-SUPERMARKET JOUTSENSILTA";="24 H AUKIOLO";="";"64.999726";"25.476628"
"O";="04192";"LATOKARTANONTIE 1";="90150";"OULU";"LIIKEKIINTEISTÖ";"HÖYHTYÄN OSTOSKESKUS";="24 H AUKIOLO";="";"64.996820";"25.485850"
"O";="04576";"RANTA-KASTELLINTIE 4";="90230";"OULU";"PANKIN KONTTORI";"OP KASTELLI";="24 H AUKIOLO";="";"65.009219";"25.534015"
"O";="05152";"KANGASKONTIONTIE 3";="90240";"OULU";"KAUPPA";"SALE MAIKKULA";="24 H AUKIOLO";="";"64.982677";"25.565922"
"O";="03795";"HIIRIHAUKANTIE 5";="90250";"OULU";"KAUPPA";"S-MARKET KAUKOVAINIO";="24 H AUKIOLO";="";"64.992297";"25.517178"
"EP";="05648";"NUOTTASAARENTIE 1";="90400";"OULU";"TAVARATALO";"PRISMA OULU LIMINGANTULLI";="LIIKETILAN AUKIOLO";="";"64.996160";"25.461930"
"P";="05831";"METSOKANKAANTIE 5";="90420";"OULU";"TAVARATALO";"K-CITYMARKET KAAKKURI";="24 H AUKIOLO";="";"64.956900";"25.526380"
"T";="40106";"METSOKANKAANTIE 5";="90420";"OULU";"TAVARATALO";"K-CITYMARKET KAAKKURI";="LIIKETILAN AUKIOLO";="";"64.956870";"25.526620"
"O";="04945";"OLLILANTIE 2";="90440";"KEMPELE";"PANKIN KONTTORI";"OP KEMPELE";="24 H AUKIOLO";="";"64.912880";"25.503790"
"O";="04433";"ZEPPELININTIE 1";="90450";"KEMPELE";"KAUPPAKESKUS";"ZEPPELIN";="24 H AUKIOLO";="";"64.901910";"25.537250"
"EP";="05692";"ZEPPELININTIE 1";="90450";"KEMPELE";"KAUPPAKESKUS";"ZEPPELIN";="LIIKETILAN AUKIOLO";="";"64.902370";"25.537380"
"O";="04602";"KARHUOJANTIE 2";="90460";"OULUNSALO";"KAUPPAKESKUS";"OULUNSALON KAPTEENI";="24 H AUKIOLO";="";"64.934263";"25.400570"
"EP";="05608";"LENTOKENTÄNTIE 720";="90460";"OULUNSALO";"LENTOASEMA";"OULUN LENTOASEMA";="LIIKETILAN AUKIOLO";="";"64.929722";"25.371711"
"P";="05709";"LUOVONTIE 138";="90480";"HAILUOTO";"PANKIN KONTTORI";"OP HAILUOTO";="24 H AUKIOLO";="";"65.013017";"24.728870"
"O";="04946";"MERIKOSKENKATU 2";="90500";"OULU";"LIIKEKIINTEISTÖ";"POSTI";="24 H AUKIOLO";="";"65.024310";"25.469660"
"O";="05145";"KOSKELANTIE 66";="90520";"OULU";"KIOSKI";"10-KIOSKI TOPPILA";="24 H AUKIOLO";="";"65.043656";"25.438852"
"O";="04064";"REVONTIE 2";="90530";"OULU";"KAUPPA";"K-SUPERMARKET VÄLIVAINIO";="24 H AUKIOLO";="";"65.030805";"25.470978"
"EP";="05536";"RITAHARJUNTIE 49";="90540";"OULU";"KAUPPAKESKUS";"IDEAPARK OULU";="LIIKETILAN AUKIOLO";="";"65.076172";"25.447315"
"T";="40068";"RITAHARJUNTIE 49";="90540";"OULU";"KAUPPAKESKUS";"IDEAPARK OULU";="LIIKETILAN AUKIOLO";="";"65.076172";"25.447315"
"P";="05710";"MENNINKÄISENTIE 2";="90550";"OULU";"KAUPPA";"S-MARKET PUOLIVÄLINKANGAS";="24 H AUKIOLO";="";"65.042686";"25.479450"
"O";="04771";"KALEVALANKUJA 12";="90570";"OULU";"KIOSKI";"R-KIOSKI KAIJONHARJU";="24 H AUKIOLO";="";"65.060218";"25.486233"
"EP";="05611";"KAUPPALINNANKUJA 1";="90570";"OULU";"KAUPPAKESKUS";"LINNANMAA";="LIIKETILAN AUKIOLO";="";"65.054987";"25.457143"
"O";="04600";"KOISOTIE 1";="90580";"OULU";"KAUPPA";"K-MARKET RAJAKYLÄ";="24 H AUKIOLO";="";"65.065058";"25.417251"
"P";="05825";"LAAKERITIE 4";="90620";"OULU";"TAVARATALO";"K-CITYMARKET RUSKO";="24 H AUKIOLO";="";"65.039668";"25.551716"
"EP";="05645";"KARVARINAUKIO 7";="90650";"OULU";"KAUPPA";"SALE MYLLYOJA";="LIIKETILAN AUKIOLO";="";"65.019361";"25.552492"
"P";="05718";"KISSANKUJA 4";="90820";"KELLO";"KAUPPA";"S-MARKET KELLO";="24 H AUKIOLO";="";"65.129250";"25.357500"
"T";="40105";"REVONTIE 8";="90830";"HAUKIPUDAS";"TAVARATALO";"K-SUPERMARKET HAUKIPUDAS";="LIIKETILAN AUKIOLO";="";"65.175650";"25.348720"
"O";="04429";"VÄLITIE 1";="90830";"HAUKIPUDAS";"KAUPPA";"S-MARKET REIMARI";="24 H AUKIOLO";="";"65.175661";"25.355407"
"O";="03832";"TERVEYSTIE 6";="90900";"KIIMINKI";"PANKIN KONTTORI";"OP KIIMINKI";="24 H AUKIOLO";="";"65.129330";"25.778310"
"P";="05804";"KESKUSPISTO 1";="90940";"JÄÄLI";"KAUPPA";"KIIMINGIN LIIKETALO";="24 H AUKIOLO";="";"65.092210";"25.689670"
"O";="05072";"HAMINANTIE 4";="91100";"II";"PANKIN KONTTORI";"OP II";="24 H AUKIOLO";="";"65.323021";"25.377951"
"EP";="05609";"SOROSENTIE 2";="91100";"II";"KAUPPAKESKUS";"KÄRKKÄINEN EXPRESS";="LIIKETILAN AUKIOLO";="";"65.288982";"25.373030"
"O";="04949";"KIRKKOTIE 3";="91200";"YLI-II";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"65.371740";"25.841740"
"O";="05292";"HARJUTIE 14";="91300";"YLIKIIMINKI";"PANKIN KONTTORI";"OP YLIKIIMINKI";="24 H AUKIOLO";="";"65.030469";"26.153080"
"O";="03828";"VALTATIE 30";="91500";"MUHOS";"PANKIN KONTTORI";"OP MUHOS";="24 H AUKIOLO";="";"64.805800";"26.000120"
"O";="03890";"VANHATIE 35";="91600";"UTAJÄRVI";"PANKIN KONTTORI";"OP UTAJÄRVI";="24 H AUKIOLO";="";"64.760680";"26.420880"
"O";="05014";"VAALANTIE 19";="91700";"VAALA";"PANKIN KONTTORI";"OP VAALA";="24 H AUKIOLO";="";"64.558920";"26.837380"
"O";="04352";"VANHATIE 14";="91800";"TYRNÄVÄ";"PANKIN KONTTORI";"OP TYRNÄVÄ";="24 H AUKIOLO";="";"64.762879";"25.646057"
"O";="04601";"KAUPPAKATU 2";="91900";"LIMINKA";"PANKIN KONTTORI";"OP LIMINKA";="24 H AUKIOLO";="";"64.809740";"25.416390"
"O";="05147";"TYRNÄVÄNTIE 118";="91910";"TUPOS";"LIIKENNEPAIKKA";"ABC TUPOS";="LIIKETILAN AUKIOLO";="";"64.847010";"25.543740"
"O";="04884";"LUMIJOENTIE 1228";="91980";"LUMIJOKI";"PANKIN KONTTORI";"OP LUMIJOKI";="24 H AUKIOLO";="";"64.836694";"25.191060"
"T";="40082";"KIRKKOKATU 34";="92100";"RAAHE";"PANKIN KONTTORI";"OP RAAHE";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 6-23";"64.684320";"24.479400"
"O";="04273";"OLLINKALLIONTIE 2";="92100";"RAAHE";"TAVARATALO";"K-CITYMARKET RAAHE";="24 H AUKIOLO";="";"64.678232";"24.487363"
"O";="03990";"PALOKUNNANKATU 37";="92100";"RAAHE";"TAVARATALO";"PRISMA RAAHE";="24 H AUKIOLO";="";"64.684336";"24.483754"
"O";="04050";"OLLINSAARENKUJA 1";="92120";"RAAHE";"LIIKEKIINTEISTÖ";"OLLINSAAREN KESKUS";="24 H AUKIOLO";="";"64.678106";"24.506887"
"P";="05826";"ANTINKANKAANTIE 32";="92130";"RAAHE";"KAUPPA";"K-SUPERMARKET KREIVINTORI";="24 H AUKIOLO";="";"64.687120";"24.501150"
"P";="05715";"PUISTOTIE 3";="92140";"PATTIJOKI";"KAUPPA";"K-MARKET RAAHE PATTIJOKI";="24 H AUKIOLO";="";"64.691693";"24.574951"
"P";="05701";"SIIKASAVONTIE 3";="92400";"RUUKKI";"PANKIN KONTTORI";"OP RUUKKI";="24 H AUKIOLO";="";"64.665200";"25.102130"
"O";="04790";"PAAVOLANTIE 15";="92500";"RANTSILA";"PANKIN KONTTORI";"OP RANTSILA";="24 H AUKIOLO";="";"64.506547";"25.652795"
"O";="05095";"PULKKILANTIE 17";="92600";"PULKKILA";"PANKIN KONTTORI";"OP PULKKILA";="24 H AUKIOLO";="";"64.269927";"25.866870"
"O";="04896";"KESKUSTIE 8";="92620";"PIIPPOLA";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"64.174860";"25.961720"
"O";="04213";"HÄRMÄNTIE 2";="92700";"KESTILÄ";"PANKIN KONTTORI";"OP KESTILÄ";="24 H AUKIOLO";="";"64.351616";"26.280065"
"O";="04571";"MANUNTIE 2";="92930";"PYHÄNTÄ";"PANKIN KONTTORI";"OP PYHÄNTÄ";="24 H AUKIOLO";="";"64.096785";"26.331251"
"O";="04222";"SÄHKÖTIE 1";="93100";"PUDASJÄRVI";"KAUPPA";"K-SUPERMARKET PUDASJÄRVI";="24 H AUKIOLO";="";"65.360582";"26.988078"
"O";="04755";"TORITIE 1";="93100";"PUDASJÄRVI";"PANKIN KONTTORI";"OP PUDASJÄRVI";="24 H AUKIOLO";="";"65.359138";"26.996505"
"O";="03752";"KAUPPATIE 11";="93400";"TAIVALKOSKI";"KAUPPA";"S-MARKET JOKI-JUSSI";="24 H AUKIOLO";="";"65.575490";"28.243050"
"T";="40071";"HUOPARINTIE 1";="93600";"KUUSAMO";"PANKIN KONTTORI";"PRISMA KUUSAMO";="LIIKETILAN AUKIOLO";="";"65.957924";"29.160745"
"O";="04067";"KITKANTIE 53";="93600";"KUUSAMO";"KAUPPA";"HALPA-HALLI JUUSOLA";="24 H AUKIOLO";="";"65.974589";"29.177936"
"O";="04335";"KITKANTIE 7";="93600";"KUUSAMO";"PANKIN KONTTORI";"OP KUUSAMO";="24 H AUKIOLO";="";"65.965434";"29.186898"
"O";="04530";"LUOMANTIE 1";="93600";"KUUSAMO";"LIIKEKIINTEISTÖ";"KUUSAMON LIIKEKESKUS";="24 H AUKIOLO";="";"65.955830";"29.160903"
"O";="04930";"RUKANKYLÄNTIE 8";="93825";"KUUSAMO";"LIIKEKIINTEISTÖ";"RUKA";="24 H AUKIOLO";="";"66.168200";"29.138220"
"P";="05820";"ASEMAKATU 1";="94100";"KEMI";"TAVARATALO";"K-CITYMARKET KEMI";="24 H AUKIOLO";="";"65.739901";"24.565069"
"O";="03979";"KAUPPAKATU 6";="94100";"KEMI";"PANKIN KONTTORI";"OP KEMI";="24 H AUKIOLO";="";"65.737240";"24.567380"
"O";="04454";"KESKUSPUISTOKATU 1";="94100";"KEMI";"KAUPPA";"S-MARKET KEMI";="LIIKETILAN AUKIOLO";="";"65.737693";"24.560704"
"O";="03714";"TORNIONKATU 17";="94200";"KEMI";"KIOSKI";"KARIHAARAN KIOSKI";="24 H AUKIOLO";="";"65.759886";"24.546653"
"O";="04782";"JOKISUUNTIE 8";="94400";"KEMINMAA";"TAVARATALO";"K-CITYMARKET KEMINMAA";="24 H AUKIOLO";="";"65.792280";"24.524240"
"O";="03738";"ROVANIEMENTIE 36 C";="94400";"KEMINMAA";"LIIKEKIINTEISTÖ";"KEMINMAAN LIIKEKESKUS";="24 H AUKIOLO";="";"65.802520";"24.545610"
"P";="05723";"KARJALAHDENKATU 7";="94600";"KEMI";"TAVARATALO";"PRISMA KEMI";="LIIKETILAN AUKIOLO";="";"65.735088";"24.583070"
"O";="05203";"KIVELIÖNKATU 28";="94600";"KEMI";"KAUPPA";"TAMPEREEN SÄÄSTÖTEX";="24 H AUKIOLO";="";"65.743825";"24.589449"
"O";="04528";"OULUNTIE 29";="94700";"KEMI";"KAUPPA";"K-MARKET MESSI";="24 H AUKIOLO";="";"65.729320";"24.603929"
"T";="40111";"ASEMAKATU 1";="95100";"KEMI";"TAVARATALO";"K-CITYMARKET KEMI";="LIIKETILAN AUKIOLO";="";"65.739900";"24.565070"
"O";="04163";"OIJÄRVENTIE 13";="95100";"KUIVANIEMI";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"65.605080";"25.210580"
"O";="05323";"VANHATIE 6";="95200";"SIMO";"KAUPPA";"SALE SIMO";="24 H AUKIOLO";="";"65.661880";"25.065740"
"O";="04031";"KESKUSTIE 95";="95300";"TERVOLA";"PANKIN KONTTORI";"OP TERVOLA";="24 H AUKIOLO";="";"66.090610";"24.811700"
"O";="03794";"HALLITUSKATU 14";="95400";"TORNIO";"PANKIN KONTTORI";"OP TORNIO HALLITUSKATU";="24 H AUKIOLO";="";"65.846189";"24.149820"
"O";="03786";"ISOPALONTIE 11";="95400";"TORNIO";"KAUPPA";"K-MARKET LOHIPATO";="24 H AUKIOLO";="";"65.857156";"24.171175"
"O";="04065";"LÄNSIRANTA 10";="95400";"TORNIO";"KAUPPAKESKUS";"PÅ GRÄNSEN - RAJALLA";="LIIKETILAN AUKIOLO";="";"65.844150";"24.142180"
"T";="40093";"LÄNSIRANTA 10";="95400";"TORNIO";"TAVARATALO";"K-CITYMARKET TORNIO";="LIIKETILAN AUKIOLO";="";"65.844230";"24.141910"
"O";="03980";"KEMINTIE 3";="95420";"TORNIO";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"65.843370";"24.168960"
"O";="03981";"TEOLLISUUSKATU 5";="95420";"TORNIO";"KAUPPA";"TAMPEREEN SÄÄSTÖTEX";="24 H AUKIOLO";="";"65.843517";"24.189475"
"P";="05713";"JOKIVARRENTIE 2455";="95530";"TORNIO";"PANKIN KONTTORI";"OP KARUNKI";="24 H AUKIOLO";="";"66.040098";"24.019064"
"P";="05704";"ALKKULANRAITTI 52";="95600";"YLITORNIO";"PANKIN KONTTORI";"OP YLITORNIO";="24 H AUKIOLO";="";"66.324100";"23.675350"
"O";="04147";"KAUPPATIE 38";="95700";"PELLO";"PANKIN KONTTORI";"OP PELLO";="24 H AUKIOLO";="";"66.773890";"23.970690"
"O";="04159";"JOKIJALANTIE 65";="95900";"KOLARI";"KAUPPA";"SEPPÄLÄN HONKATUOTE";="24 H AUKIOLO";="";"67.331160";"23.778990"
"O";="04366";"TUNTURINTIE 16";="95970";"ÄKÄSLOMPOLO";"KAUPPA";"JOUNIN KAUPPA";="24 H AUKIOLO";="";"67.604180";"24.152300"
"O";="04939";"KOSKIKATU 27";="96100";"ROVANIEMI";"KAUPPAKESKUS";"REVONTULI";="LIIKETILAN AUKIOLO";="";"66.503734";"25.724074"
